drug	atc
dr:D06238	P01AX07
dr:D06239	P01AX07
dr:D06246	D04AA04
dr:D06246	R06AC04
dr:D06247	L02AE04
dr:D06248	L02AE04
dr:D06256	V04CF01
dr:D06262	D06AX08
dr:D06262	R02AB02
dr:D06262	S01AA05
dr:D06265	L01AD08
dr:D06269	G03GA04
dr:D06270	B01AD04
dr:D06271	J06BB07
dr:D06272	L01XE05
dr:D06274	S01EE05
dr:D06281	H01CB04
dr:D06282	N07BA03
dr:D06284	J06BB03
dr:D06298	J05AB03
dr:D06298	S01AD06
dr:D06299	J05AB03
dr:D06299	S01AD06
dr:D06300	J05AB03
dr:D06300	S01AD06
dr:D06304	L01CA03
dr:D06311	D06AX10
dr:D06311	J01FG01
dr:D06315	D07AC17
dr:D06315	R01AD08
dr:D06315	R01AD12
dr:D06315	R03BA05
dr:D06315	R03BA09
dr:D06320	L01XX38
dr:D06327	N07XX03
dr:D06328	C01CX07
dr:D06329	C01CX07
dr:D06334	C04AD02
dr:D06338	N01AX15
dr:D06338	V09EX02
dr:D06339	N01AX15
dr:D06339	V09EX03
dr:D06341	C03BA10
dr:D06347	J07BL01
dr:D06363	N02BG08
dr:D06367	N06AB02
dr:D06371	A12CB01
dr:D06378	M05BA08
dr:D06379	M05BA08
dr:D06382	M01AB04
dr:D06386	L01DB05
dr:D06388	M02AB02
dr:D06389	A06AD17
dr:D06389	A06AG01
dr:D06389	B05XA09
dr:D06390	J01FA10
dr:D06390	S01AA26
dr:D06392	C01EB02
dr:D06393	R05CB03
dr:D06397	L01XX11
dr:D06398	B01AB10
dr:D06399	L01BC53
dr:D06400	G03GA30
dr:D06401	C03BA11
dr:D06402	L01XE04
dr:D06404	A10BJ02
dr:D06405	V03AX02
dr:D06407	L01XE12
dr:D06408	A16AX05
dr:D06409	L01XC07
dr:D06412	C09XA02
dr:D06413	L01XE08
dr:D06414	L01XE06
dr:D06418	A06AD15
dr:D06419	A06AD15
dr:D06420	A06AD15
dr:D06421	A06AD15
dr:D06423	A06AD15
dr:D06426	B05AA06
dr:D06428	B05AA06
dr:D06429	B02BC01
dr:D06429	B05AA06
dr:D06437	A12AA01
dr:D06451	A06AD15
dr:D06456	B02BC02
dr:D06457	G03GA01
dr:D06458	J06BA01
dr:D06459	G03GA02
dr:D06462	A06AB05
dr:D06466	L03AX03
dr:D06475	J07BC01
dr:D06478	J05AE10
dr:D06479	V09XA03
dr:D06480	J06AA01
dr:D06483	B05XB01
dr:D06485	J01CR02
dr:D06485	J01RA01
dr:D06495	H01CB02
dr:D06499	A07DA02
dr:D06499	N02AA02
dr:D06503	L01BA04
dr:D06504	J07BG01
dr:D06512	J07BJ01
dr:D06513	J06AA02
dr:D06516	A06AB04
dr:D06521	A03AX13
dr:D06522	A03AX13
dr:D06532	C05BB03
dr:D06534	C05BB05
dr:D06534	D08AE03
dr:D06534	N01BX03
dr:D06534	R02AA19
dr:D06539	B05AA05
dr:D06540	B05AA05
dr:D06541	B05AA05
dr:D06542	D08AX08
dr:D06542	V03AB16
dr:D06542	V03AZ01
dr:D06543	A11CA01
dr:D06543	D10AD02
dr:D06543	R01AX02
dr:D06543	S01XA02
dr:D06544	H01AA01
dr:D06546	H05AA02
dr:D06547	J07AM01
dr:D06552	S01GX11
dr:D06553	A10BH04
dr:D06558	J01DF01
dr:D06565	A16AB08
dr:D06571	B01AB02
dr:D06573	N03AX19
dr:D06574	A04AD13
dr:D06597	A04AD12
dr:D06604	B06AA03
dr:D06606	C01EB16
dr:D06606	G02CC01
dr:D06606	M01AE01
dr:D06606	M02AA13
dr:D06606	R02AX02
dr:D06612	A06AX04
dr:D06613	A08AA11
dr:D06618	A06AH01
dr:D06619	L03AX15
dr:D06621	J06BB17
dr:D06622	C07AB12
dr:D06623	N05AH03
dr:D06635	L04AC04
dr:D06637	L01XX39
dr:D06642	V03AE02
dr:D06644	L03AX17
dr:D06645	A10BH01
dr:D06646	C07AB10
dr:D06652	C01BD06
dr:D06653	C01BD06
dr:D06655	H01AC06
dr:D06661	D04AB05
dr:D06665	C01BG11
dr:D06670	J05AX09
dr:D06671	G04BE04
dr:D06672	H01BA04
dr:D06673	H02AB15
dr:D06675	J05AF11
dr:D06676	J05AX08
dr:D06677	J05AX11
dr:D06699	N05CM09
dr:D06745	G02CX04
dr:D06747	R05CA06
dr:D06771	P03AX04
dr:D06876	A01AC03
dr:D06876	A07EA02
dr:D06876	C05AA01
dr:D06876	D07AA02
dr:D06876	D07AC16
dr:D06876	D07XA01
dr:D06876	H02AB09
dr:D06876	S01BA02
dr:D06876	S01CB03
dr:D06876	S02BA01
dr:D06877	A03AB03
dr:D06878	A03AB15
dr:D06879	B01AD01
dr:D06880	B01AE02
dr:D06881	C01AA01
dr:D06882	C05BB04
dr:D06883	D01AC14
dr:D06883	G01AF19
dr:D06884	J01AA04
dr:D06885	J01AA11
dr:D06886	L04AA23
dr:D06887	N05CA07
dr:D06888	B01AC16
dr:D06889	L03AA13
dr:D06890	V04CH30
dr:D06891	V09CX04
dr:D07057	J05AF06
dr:D07058	N07BB03
dr:D07060	A07AB04
dr:D07062	R03DA09
dr:D07064	B01AA07
dr:D07065	N05AA04
dr:D07066	A01AB19
dr:D07067	A01AB05
dr:D07067	D01AE05
dr:D07068	A01AB12
dr:D07068	G01AX16
dr:D07069	A01AB14
dr:D07069	D08AJ05
dr:D07070	A03AB21
dr:D07071	L01AB03
dr:D07072	A02BA05
dr:D07073	A01AC02
dr:D07073	C05AA09
dr:D07073	D07AB19
dr:D07073	D07XB05
dr:D07073	D10AA03
dr:D07073	H02AB02
dr:D07073	R01AD03
dr:D07073	S01BA01
dr:D07073	S01CB01
dr:D07073	S02BA06
dr:D07073	S03BA01
dr:D07075	A02BX10
dr:D07076	A03AA03
dr:D07077	C02KX02
dr:D07078	A03AA06
dr:D07079	A03AA09
dr:D07080	A10BH02
dr:D07081	A03AB04
dr:D07082	B01AE07
dr:D07083	A03AB06
dr:D07084	A03AB14
dr:D07085	L01AA09
dr:D07086	B01AF01
dr:D07087	A03AC05
dr:D07088	A03AD02
dr:D07089	A03AD30
dr:D07091	A03AX01
dr:D07092	A03AX02
dr:D07093	A03AX03
dr:D07094	A03AX04
dr:D07095	A03AX05
dr:D07097	A03AX10
dr:D07098	A03AX11
dr:D07099	A03BB05
dr:D07100	L01DB10
dr:D07101	A03FA04
dr:D07102	A03FA05
dr:D07103	A04AD02
dr:D07104	A05AX03
dr:D07105	A05BA04
dr:D07106	P02CA03
dr:D07107	A06AB03
dr:D07108	A06AD21
dr:D07109	A07AX01
dr:D07109	G01AC06
dr:D07109	P01AA01
dr:D07110	A07AX02
dr:D07110	G01AB01
dr:D07110	P01CD02
dr:D07111	A07AX03
dr:D07113	A07DA05
dr:D07114	A08AA06
dr:D07115	A08AA08
dr:D07116	D07AB10
dr:D07116	S01BA10
dr:D07117	A10BB10
dr:D07118	A10BB11
dr:D07119	M05BA04
dr:D07120	D03AX02
dr:D07122	N01AH02
dr:D07124	G04CA01
dr:D07125	R06AD01
dr:D07126	R07AB07
dr:D07127	A14AA09
dr:D07128	A16AA02
dr:D07129	A03AE01
dr:D07130	A16AA05
dr:D07131	B01AA08
dr:D07132	N02AE01
dr:D07132	N07BC01
dr:D07133	J05AX08
dr:D07135	B01AA09
dr:D07136	B01AA10
dr:D07137	B01AA11
dr:D07138	B01AC01
dr:D07139	B01AC02
dr:D07140	B01AC03
dr:D07141	B01AC10
dr:D07142	B01AC18
dr:D07143	B01AE04
dr:D07144	B01AE07
dr:D07145	B03AB03
dr:D07146	B05CA05
dr:D07147	C01AA09
dr:D07148	C01CA08
dr:D07148	S01GA06
dr:D07149	C01CA12
dr:D07150	C01CA15
dr:D07151	C01CA21
dr:D07155	C01CA23
dr:D07156	C07AA01
dr:D07157	C01DX01
dr:D07158	C01DX08
dr:D07159	C01DX09
dr:D07160	C01DX15
dr:D07161	C01DX18
dr:D07162	C01EB05
dr:D07164	C01EB11
dr:D07165	C01EB17
dr:D07166	C02AA06
dr:D07167	C02AA07
dr:D07168	C02AC04
dr:D07169	C02CC06
dr:D07170	C02DB01
dr:D07171	C02KX03
dr:D07172	C03AA13
dr:D07173	C04AC07
dr:D07174	C04AD01
dr:D07175	A04AA05
dr:D07176	C04AX20
dr:D07177	C04AX23
dr:D07178	C04AX30
dr:D07179	C05CA02
dr:D07180	C05CA04
dr:D07181	C07AA14
dr:D07182	C07AA16
dr:D07183	C07AA27
dr:D07184	C07AB13
dr:D07185	C08EA01
dr:D07186	C10AB07
dr:D07187	C10AB09
dr:D07188	C10AB10
dr:D07189	C10AD03
dr:D07190	C10AD06
dr:D07191	C10AX03
dr:D07192	A10BX06
dr:D07193	D01AC16
dr:D07193	G01AF18
dr:D07194	D04AA03
dr:D07194	R06AX03
dr:D07195	D04AA09
dr:D07195	R06AC03
dr:D07196	D04AA12
dr:D07197	D04AA15
dr:D07197	R06AX01
dr:D07198	D04AA34
dr:D07198	R06AA06
dr:D07199	D06BB02
dr:D07199	J05AC03
dr:D07200	D06BB08
dr:D07201	D07AB07
dr:D07201	D07XB03
dr:D07202	D07AC12
dr:D07203	D07AA01
dr:D07203	D07AC14
dr:D07203	D10AA02
dr:D07203	H02AB04
dr:D07204	D08AC01
dr:D07204	S01AX14
dr:D07205	D08AC03
dr:D07205	S01AX15
dr:D07206	D08AC04
dr:D07206	R01AX07
dr:D07206	R02AA18
dr:D07206	S01AX08
dr:D07206	S03AA05
dr:D07207	D08AE02
dr:D07207	G01AX03
dr:D07208	D08AH02
dr:D07208	G01AC03
dr:D07208	P01AA04
dr:D07208	R02AA11
dr:D07209	D08AK02
dr:D07210	D09AA05
dr:D07211	D10AB03
dr:D07212	D10AB05
dr:D07212	P03AA03
dr:D07213	D11AX02
dr:D07214	D11AX08
dr:D07214	H03AA04
dr:D07215	D11AX09
dr:D07215	M01AX24
dr:D07216	G01AX13
dr:D07217	G02CB04
dr:D07218	G02CB05
dr:D07219	G02CC04
dr:D07219	M01AE15
dr:D07220	G03AC07
dr:D07221	G03CA09
dr:D07222	G03DB04
dr:D07223	G03DB05
dr:D07224	G04BD01
dr:D07225	G04BD03
dr:D07226	G04BD11
dr:D07227	H01BA05
dr:D07228	H01BB01
dr:D07229	H01BB03
dr:D07230	H02AB11
dr:D07231	H03BA01
dr:D07232	H03BC01
dr:D07233	J01AA10
dr:D07234	J01CA14
dr:D07235	J01CE04
dr:D07236	J01CE07
dr:D07237	J01DB06
dr:D07238	J01EA02
dr:D07239	J01EB08
dr:D07240	J01ED06
dr:D07241	J01ED09
dr:D07242	J01FA14
dr:D07243	J01XE02
dr:D07244	J01XX03
dr:D07245	J01XX07
dr:D07246	J04AD02
dr:D07247	J04AK03
dr:D07248	J04AK04
dr:D07249	J05AB15
dr:D07250	J05AX01
dr:D07251	A07AX04
dr:D07252	L01AA07
dr:D07253	L01AB02
dr:D07254	L01AC02
dr:D07255	L01AD05
dr:D07256	L01AG01
dr:D07257	L01XX07
dr:D07258	L01XX16
dr:D07259	L02AE01
dr:D07260	L02BG02
dr:D07261	L03AX05
dr:D07262	M01AA02
dr:D07262	M02AA02
dr:D07263	M01AA05
dr:D07263	M02AA03
dr:D07264	M01AB07
dr:D07265	M01AB09
dr:D07266	M01AB13
dr:D07267	M01AC04
dr:D07268	M01AE13
dr:D07269	M01AE17
dr:D07269	M02AA27
dr:D07270	M01AX21
dr:D07271	M01CA03
dr:D07272	M03AA04
dr:D07273	M03AC08
dr:D07274	M03BA04
dr:D07275	M03BA05
dr:D07276	M03BX05
dr:D07277	M03BX07
dr:D07278	M04AA02
dr:D07279	M04AB04
dr:D07280	M04AC02
dr:D07281	M05BA03
dr:D07282	N01AX05
dr:D07283	N01AX14
dr:D07284	N01BB05
dr:D07285	N02AA04
dr:D07286	N07BC06
dr:D07287	N02AC01
dr:D07288	N02AC03
dr:D07289	N02AC05
dr:D07290	N02BA09
dr:D07291	N02BA10
dr:D07292	N02BA14
dr:D07293	N02BA16
dr:D07294	N02BE05
dr:D07295	N02BG05
dr:D07296	N02CB01
dr:D07297	N02CX03
dr:D07298	N03AA04
dr:D07299	N03AX18
dr:D07300	N03AX30
dr:D07301	N04AA09
dr:D07302	N04AA11
dr:D07303	N04AA12
dr:D07304	N04BA04
dr:D07305	N04BC08
dr:D07306	N04BX03
dr:D07307	N05AA06
dr:D07308	N05AA07
dr:D07309	N05AD03
dr:D07310	N05AL05
dr:D07311	N05AL06
dr:D07312	N05AL07
dr:D07313	N05AX07
dr:D07314	N05BA14
dr:D07315	N05BA15
dr:D07316	N05BB02
dr:D07317	N05BC03
dr:D07318	N05BX01
dr:D07319	N05BX02
dr:D07320	N05BX03
dr:D07321	N05CA08
dr:D07322	N05CA09
dr:D07323	N05CA10
dr:D07324	N05CA22
dr:D07325	N05CC02
dr:D07326	N05CD11
dr:D07327	N05CD12
dr:D07328	N05CD13
dr:D07329	N05CE03
dr:D07330	N05CM02
dr:D07331	N05CM10
dr:D07332	N05CM15
dr:D07333	N05CM16
dr:D07335	N06AA19
dr:D07336	N06AA23
dr:D07337	N06AF02
dr:D07338	N06AF06
dr:D07339	N06AX01
dr:D07340	N06AX10
dr:D07341	N06AX13
dr:D07342	N06AX15
dr:D07343	N06BA06
dr:D07344	N06BA08
dr:D07345	N06BX05
dr:D07346	N06BX07
dr:D07347	N06BX08
dr:D07348	N06BX17
dr:D07349	N07AX02
dr:D07350	N07CA04
dr:D07351	P01AA05
dr:D07352	P01AB06
dr:D07353	P01AB07
dr:D07354	P01AC02
dr:D07355	P01AC03
dr:D07356	P01AR01
dr:D07357	P01AR02
dr:D07358	P01AR03
dr:D07359	P01AX04
dr:D07360	P01AX08
dr:D07361	P01BE04
dr:D07362	P01BE05
dr:D07363	P02BX03
dr:D07364	P02BX04
dr:D07365	P02DX01
dr:D07366	P03AA01
dr:D07367	P03AB01
dr:D07368	P03BA04
dr:D07370	R01AA02
dr:D07371	R01AA11
dr:D07371	R01AB08
dr:D07372	R01AA12
dr:D07373	R01AA13
dr:D07374	R01AC05
dr:D07374	S01GX03
dr:D07375	R01AX05
dr:D07376	R02AA01
dr:D07377	R03CC12
dr:D07378	R03DA06
dr:D07379	R03DX02
dr:D07380	R05CB09
dr:D07381	R05CB11
dr:D07382	R05CB14
dr:D07383	R05CB15
dr:D07384	R05DA06
dr:D07385	R05DA08
dr:D07386	R05DA10
dr:D07387	R05DB07
dr:D07388	R05DB12
dr:D07389	R05DB14
dr:D07390	R05DB15
dr:D07391	R05DB17
dr:D07392	R05DB18
dr:D07393	R05DB19
dr:D07394	R05DB22
dr:D07395	R05DB25
dr:D07396	R05DB26
dr:D07397	R05DB28
dr:D07398	R06AB04
dr:D07399	R06AB07
dr:D07400	R06AC02
dr:D07401	R06AD08
dr:D07402	R06AE09
dr:D07403	R06AX08
dr:D07404	R06AX16
dr:D07405	R06AX21
dr:D07406	R06AX23
dr:D07407	R06AX28
dr:D07408	R07AB02
dr:D07409	R07AB03
dr:D07410	R07AB09
dr:D07411	S01AA25
dr:D07412	S01AB03
dr:D07414	S01AX05
dr:D07415	S01AX16
dr:D07416	V03AC02
dr:D07417	V04CH04
dr:D07418	V08AA05
dr:D07419	A02AD05
dr:D07420	V08CA09
dr:D07421	B01AC15
dr:D07421	N02BA02
dr:D07422	B01AD05
dr:D07423	B01AX01
dr:D07424	B03AB05
dr:D07424	B03AD04
dr:D07425	A03AD01
dr:D07425	G04BE02
dr:D07426	B05CA07
dr:D07427	C05BX01
dr:D07428	C01BD03
dr:D07429	D03AX09
dr:D07430	G01AF14
dr:D07430	P01AB05
dr:D07431	H01CB01
dr:D07432	J01GA02
dr:D07433	J01XX02
dr:D07434	L02AA02
dr:D07435	N02AA10
dr:D07436	L04AB03
dr:D07437	M05BC02
dr:D07438	P01AX01
dr:D07439	A03AD01
dr:D07439	G04BE02
dr:D07440	A03AX08
dr:D07441	N04BB01
dr:D07442	R05CB06
dr:D07444	A08AA03
dr:D07445	N06BA01
dr:D07447	C03DB01
dr:D07448	N06AA09
dr:D07450	C08CA01
dr:D07452	J01CA04
dr:D07455	L01XX35
dr:D07456	A14AA01
dr:D07456	G03BB02
dr:D07458	R01AC04
dr:D07458	R06AX05
dr:D07459	R01AC04
dr:D07459	R06AX05
dr:D07460	G04BE07
dr:D07460	N04BC07
dr:D07461	S01EA03
dr:D07462	J01GB12
dr:D07464	H02AB05
dr:D07467	A07AA06
dr:D07468	N01BB08
dr:D07469	J01CA19
dr:D07471	J05AE08
dr:D07472	L01BA04
dr:D07473	N06BA09
dr:D07474	C10AA05
dr:D07475	G02CX01
dr:D07478	M01CB05
dr:D07482	R06AX09
dr:D07483	R01AC03
dr:D07483	R06AX19
dr:D07483	S01GX07
dr:D07484	J01CE04
dr:D07486	J01FA10
dr:D07486	S01AA26
dr:D07487	J01CA06
dr:D07488	A07EC04
dr:D07489	R03CC12
dr:D07490	C04AA31
dr:D07491	R03DA08
dr:D07492	D04AA15
dr:D07492	R06AX01
dr:D07493	D04AA15
dr:D07493	R06AX01
dr:D07494	C08CA12
dr:D07495	A07EA07
dr:D07495	D07AC15
dr:D07495	R01AD01
dr:D07495	R03BA01
dr:D07496	S01ED06
dr:D07497	J01GB13
dr:D07499	C09AA07
dr:D07500	C04AX11
dr:D07501	L01AA09
dr:D07503	M02AA11
dr:D07503	S01BC07
dr:D07505	S01ED51
dr:D07507	J05AR01
dr:D07508	A10BX06
dr:D07509	C08CA15
dr:D07510	B01AB01
dr:D07510	B01AB12
dr:D07510	C05BA03
dr:D07510	S01XA14
dr:D07511	N04AC01
dr:D07512	R05DB02
dr:D07516	A01AD02
dr:D07516	G02CC03
dr:D07516	M01AX07
dr:D07516	M02AA05
dr:D07516	R02AX03
dr:D07517	A01AD02
dr:D07517	G02CC03
dr:D07517	M01AX07
dr:D07517	M02AA05
dr:D07517	R02AX03
dr:D07519	H03BA03
dr:D07520	C08EA02
dr:D07521	D05BA03
dr:D07522	N07CA01
dr:D07523	A16AA06
dr:D07524	A16AA06
dr:D07525	A16AA06
dr:D07526	C07AB05
dr:D07526	S01ED02
dr:D07528	N06AX08
dr:D07530	P03AC02
dr:D07531	A06AB09
dr:D07534	R03AC17
dr:D07535	L01DC01
dr:D07537	C07AA17
dr:D07538	C02KX01
dr:D07539	A09AB01
dr:D07540	D11AX21
dr:D07540	S01EA05
dr:D07541	S01BC11
dr:D07542	R05CB02
dr:D07543	R06AB01
dr:D07546	C01CE04
dr:D07547	R06AE01
dr:D07548	C04AX20
dr:D07549	M01AB07
dr:D07551	C04AA02
dr:D07551	G02CA02
dr:D07552	N01BB01
dr:D07554	R05CB01
dr:D07554	S01XA08
dr:D07554	V03AB23
dr:D07555	C01AA02
dr:D07557	R05DA12
dr:D07560	A01AD06
dr:D07560	B02BC05
dr:D07563	A03FA05
dr:D07564	M04AA01
dr:D07567	L01XD04
dr:D07568	B02AA03
dr:D07569	C09DB07
dr:D07570	J01CA01
dr:D07570	S01AA19
dr:D07575	A11GA01
dr:D07575	A11GB01
dr:D07575	G01AD03
dr:D07579	A01AD05
dr:D07579	B01AC06
dr:D07579	N02BA01
dr:D07580	A01AD05
dr:D07580	B01AC06
dr:D07580	N02BA01
dr:D07581	A01AD05
dr:D07581	B01AC06
dr:D07581	N02BA01
dr:D07582	A01AD05
dr:D07582	B01AC06
dr:D07582	N02BA01
dr:D07583	N03AB52
dr:D07584	A07BC04
dr:D07585	N02CA52
dr:D07586	A11HA05
dr:D07587	A02BX05
dr:D07589	N04BX03
dr:D07590	C07AA19
dr:D07591	N06AX12
dr:D07592	A16AA02
dr:D07593	N05BE01
dr:D07594	R05DB13
dr:D07595	N03AB05
dr:D07596	D01AE23
dr:D07598	G01AF15
dr:D07600	N02CA52
dr:D07601	N06AA15
dr:D07603	N06BC01
dr:D07606	B02AB04
dr:D07607	J04AB30
dr:D07614	J01CA03
dr:D07615	A02BX01
dr:D07616	H03BB01
dr:D07617	R06AA08
dr:D07618	R05CB03
dr:D07619	C01DX05
dr:D07621	J01CA05
dr:D07624	C07AA15
dr:D07624	S01ED05
dr:D07625	J01DF02
dr:D07626	J02AX04
dr:D07627	A08AA07
dr:D07628	A08AA07
dr:D07629	J01DB10
dr:D07632	S01KA51
dr:D07635	J01DB03
dr:D07636	J01DB08
dr:D07637	J01DB08
dr:D07638	J01DD17
dr:D07639	J01DD16
dr:D07640	J01DD08
dr:D07641	J01DD05
dr:D07642	J01DC12
dr:D07643	J01DD09
dr:D07644	J01DC06
dr:D07645	J01DD12
dr:D07647	J01DD01
dr:D07648	J01DC07
dr:D07649	J01DE02
dr:D07650	J01DD13
dr:D07651	J01DC10
dr:D07653	J01DD03
dr:D07654	J01DD02
dr:D07655	J01DD18
dr:D07656	J01DB12
dr:D07658	J01DD07
dr:D07659	J01DD04
dr:D07660	C07AB08
dr:D07661	C10AA06
dr:D07662	R06AE07
dr:D07664	D08AJ02
dr:D07664	R02AA17
dr:D07665	H01CC02
dr:D07666	B05CA01
dr:D07666	D08AJ03
dr:D07666	D09AA07
dr:D07666	R02AA06
dr:D07667	N07AX03
dr:D07668	A01AB03
dr:D07668	B05CA02
dr:D07668	D08AC02
dr:D07668	D09AA12
dr:D07668	R02AA05
dr:D07668	S01AX09
dr:D07668	S02AA09
dr:D07668	S03AA04
dr:D07669	A01AB03
dr:D07669	B05CA02
dr:D07669	D08AC02
dr:D07669	D09AA12
dr:D07669	R02AA05
dr:D07669	S01AX09
dr:D07669	S02AA09
dr:D07669	S03AA04
dr:D07670	G03DB06
dr:D07671	L01AA05
dr:D07672	D08AJ02
dr:D07672	R02AA17
dr:D07673	D08AJ02
dr:D07673	R02AA17
dr:D07674	D06AX02
dr:D07674	D10AF03
dr:D07674	G01AA05
dr:D07674	J01BA01
dr:D07674	S01AA01
dr:D07674	S02AA01
dr:D07674	S03AA08
dr:D07675	D06AX02
dr:D07675	D10AF03
dr:D07675	G01AA05
dr:D07675	J01BA01
dr:D07675	S01AA01
dr:D07675	S02AA01
dr:D07675	S03AA08
dr:D07676	D01AC04
dr:D07678	N01BA04
dr:D07679	D04AA09
dr:D07679	R06AC03
dr:D07680	P01BA01
dr:D07684	D04AA34
dr:D07684	R06AA06
dr:D07685	N05AA07
dr:D07686	N05AF03
dr:D07687	N05AF03
dr:D07689	A01AB21
dr:D07689	D06AA02
dr:D07689	J01AA03
dr:D07689	S01AA02
dr:D07697	C03BX03
dr:D07699	C09AA08
dr:D07700	A03FA08
dr:D07701	A03FA08
dr:D07702	J01MA02
dr:D07702	S01AE03
dr:D07702	S02AA15
dr:D07702	S03AA07
dr:D07704	N06AB04
dr:D07705	N06AB04
dr:D07710	J01FA09
dr:D07712	J01CE01
dr:D07712	S01AA14
dr:D07713	R03AC14
dr:D07713	R03CC13
dr:D07715	D07AD01
dr:D07716	R05DB03
dr:D07717	D07AB01
dr:D07717	S01BA09
dr:D07719	D07AB21
dr:D07720	M05BA02
dr:D07721	R05DB10
dr:D07724	C10AB01
dr:D07725	N05CM02
dr:D07726	G03GB02
dr:D07727	N06AA04
dr:D07729	B01AC04
dr:D07733	J01CF02
dr:D07734	N07CA02
dr:D07735	J01CE07
dr:D07736	B01AC02
dr:D07740	R05DA04
dr:D07743	C10AC04
dr:D07744	C10AC03
dr:D07745	C10AC03
dr:D07746	A07AA10
dr:D07746	J01XB01
dr:D07748	C03XA02
dr:D07749	H02AB10
dr:D07749	S01BA03
dr:D07753	A07EB01
dr:D07753	D11AH03
dr:D07753	R01AC01
dr:D07753	R03BC01
dr:D07753	S01GX01
dr:D07756	N05AA06
dr:D07757	N05CA10
dr:D07758	M03BX08
dr:D07759	S01FA04
dr:D07760	L01AA01
dr:D07761	P03BA01
dr:D07763	P03BA02
dr:D07765	R06AX02
dr:D07766	G03HA01
dr:D07770	N07BA04
dr:D07771	C10AC02
dr:D07772	L01AX04
dr:D07775	S01EX02
dr:D07776	L01DB02
dr:D07777	N06BX04
dr:D07778	N06BX04
dr:D07779	N06BX04
dr:D07780	V03AC01
dr:D07781	C09AA12
dr:D07782	J05AG02
dr:D07785	P03BA03
dr:D07790	R06AX16
dr:D07791	N06AA01
dr:D07792	H02AA03
dr:D07793	N06AX23
dr:D07796	A01AC02
dr:D07796	C05AA09
dr:D07796	D07AB19
dr:D07796	D07XB05
dr:D07796	D10AA03
dr:D07796	H02AB02
dr:D07796	R01AD03
dr:D07796	S01BA01
dr:D07796	S01CB01
dr:D07796	S02BA06
dr:D07796	S03BA01
dr:D07797	A01AC02
dr:D07797	C05AA09
dr:D07797	D07AB19
dr:D07797	D07XB05
dr:D07797	D10AA03
dr:D07797	H02AB02
dr:D07797	R01AD03
dr:D07797	S01BA01
dr:D07797	S01CB01
dr:D07797	S02BA06
dr:D07797	S03BA01
dr:D07798	A01AC02
dr:D07798	C05AA09
dr:D07798	D07AB19
dr:D07798	D07XB05
dr:D07798	D10AA03
dr:D07798	H02AB02
dr:D07798	R01AD03
dr:D07798	S01BA01
dr:D07798	S01CB01
dr:D07798	S02BA06
dr:D07798	S03BA01
dr:D07799	A01AC02
dr:D07799	C05AA09
dr:D07799	D07AB19
dr:D07799	D07XB05
dr:D07799	D10AA03
dr:D07799	H02AB02
dr:D07799	R01AD03
dr:D07799	S01BA01
dr:D07799	S01CB01
dr:D07799	S02BA06
dr:D07799	S03BA01
dr:D07800	A01AC02
dr:D07800	C05AA09
dr:D07800	D07AB19
dr:D07800	D07XB05
dr:D07800	D10AA03
dr:D07800	H02AB02
dr:D07800	R01AD03
dr:D07800	S01BA01
dr:D07800	S01CB01
dr:D07800	S02BA06
dr:D07800	S03BA01
dr:D07801	A01AC02
dr:D07801	C05AA09
dr:D07801	D07AB19
dr:D07801	D07XB05
dr:D07801	D10AA03
dr:D07801	H02AB02
dr:D07801	R01AD03
dr:D07801	S01BA01
dr:D07801	S01CB01
dr:D07801	S02BA06
dr:D07801	S03BA01
dr:D07802	A01AC02
dr:D07802	C05AA09
dr:D07802	D07AB19
dr:D07802	D07XB05
dr:D07802	D10AA03
dr:D07802	H02AB02
dr:D07802	R01AD03
dr:D07802	S01BA01
dr:D07802	S01CB01
dr:D07802	S02BA06
dr:D07802	S03BA01
dr:D07803	R06AB02
dr:D07804	N04AA08
dr:D07805	A08AA04
dr:D07806	N06BA11
dr:D07807	V03AF02
dr:D07808	N02AC01
dr:D07809	N02AC04
dr:D07810	N07BC06
dr:D07811	J01GB09
dr:D07812	N06AA08
dr:D07813	D08AC01
dr:D07813	S01AX14
dr:D07816	D11AX18
dr:D07816	M01AB05
dr:D07816	M02AA15
dr:D07816	S01BC03
dr:D07817	D11AX18
dr:D07817	M01AB05
dr:D07817	M02AA15
dr:D07817	S01BC03
dr:D07818	D11AX18
dr:D07818	M01AB05
dr:D07818	M02AA15
dr:D07818	S01BC03
dr:D07819	D11AX18
dr:D07819	M01AB05
dr:D07819	M02AA15
dr:D07819	S01BC03
dr:D07820	A03AA07
dr:D07821	A03AA08
dr:D07822	D08AJ06
dr:D07825	P02CB02
dr:D07826	G03CB02
dr:D07826	G03CC05
dr:D07826	L02AA01
dr:D07826	L02AA04
dr:D07827	D07AC10
dr:D07830	C02DB01
dr:D07831	N02AA08
dr:D07832	N02AA08
dr:D07833	C04AE04
dr:D07834	C04AE04
dr:D07836	N04BC03
dr:D07837	N02CA01
dr:D07838	N02CA01
dr:D07840	S01AA15
dr:D07843	C01DX10
dr:D07844	P01AC01
dr:D07845	C05AE03
dr:D07845	C08DB01
dr:D07847	R07AB08
dr:D07848	R05DA11
dr:D07850	R05DB28
dr:D07852	V03AB27
dr:D07853	D04AA13
dr:D07853	R06AB03
dr:D07854	N02CX05
dr:D07858	C05CA03
dr:D07861	A07DA01
dr:D07862	R06AA07
dr:D07865	N05AB01
