ds	drug	atc	icd
ds:H01532	dr:D07007	NA	M10
ds:H01532	dr:D05624	NA	M10
ds:H01532	dr:D09316	M04AX02	M10
ds:H01532	dr:D09786	NA	M10
ds:H01532	dr:D09921	M04AB05	M10
ds:H01532	dr:D00118	M02AA12	M10
ds:H01532	dr:D00292	S03BA01	M10
ds:H01532	dr:D00975	S03BA01	M10
ds:H01532	dr:D00570	M04AC01	M10
ds:H01532	dr:D00088	S02BA01	M10
ds:H01532	dr:D00141	S01BC01	M10
ds:H01532	dr:D11175	M04AA51	M10
ds:H01533	dr:D05313	J07BA02	A83.0
ds:H01551	dr:D01043	M02AX03	N30.1
ds:H01551	dr:D05428	G04BX15	N30.1
ds:H01554	dr:D06409	L01XC07	C57.0
ds:H01554	dr:D10140	L01XX54	C57.0
ds:H01555	dr:D10817	L01XC31	C44.3
ds:H01558	dr:D03505	H05BX01	D09.3
ds:H01559	dr:D02063	NA	C10
ds:H01563	dr:D00427	J05AE03	B24
ds:H01563	dr:D00895	J05AG02	B24
ds:H01563	dr:D02297	J05AR03	B24
ds:H01563	dr:D00296	J05AF02	B24
ds:H01563	dr:D01160	J05AE01	B24
ds:H01563	dr:D00435	J05AG01	B24
ds:H01563	dr:D00413	J05AF01	B24
ds:H01563	dr:D06670	J05AX09	B24
ds:H01563	dr:D07133	J05AX08	B24
ds:H01563	dr:D00891	J05AF06	B24
ds:H01563	dr:D07507	J05AR01	B24
ds:H01563	dr:D06677	J05AX11	B24
ds:H01563	dr:D01199	J05AF09	B24
ds:H01563	dr:D00445	J05AF04	B24
ds:H01563	dr:D00896	J05AG03	B24
ds:H01563	dr:D02499	J05AX07	B24
ds:H01563	dr:D02861	J05AE02	B24
ds:H01563	dr:D02867	J05AE07	B24
ds:H01563	dr:D01276	J05AE08	B24
ds:H01563	dr:D01982	J05AF07	B24
ds:H01563	dr:D04112	J05AG04	B24
ds:H01563	dr:D02691	H01AC01	B24
ds:H01563	dr:D06478	J05AE10	B24
ds:H01563	dr:D03835	J05AE07	B24
ds:H01563	dr:D08605	J05AE09	B24
ds:H01563	dr:D08775	J05AR02	B24
ds:H01563	dr:D10571	J05AR08	B24
ds:H01563	dr:D09881	V03AX03	B24
ds:H01563	dr:D00899	J05AE04	B24
ds:H01563	dr:D09575	J05AX23	B24
ds:H01563	dr:D09958	J05AG05	B24
ds:H01563	dr:D10113	J05AX12	B24
ds:H01563	dr:D10753	J05AR15	B24
ds:H01563	dr:D10756	J05AR09	B24
ds:H01563	dr:D10836	J05AR19	B24
ds:H01563	dr:D10838	J05AR04	B24
ds:H01563	dr:D00353	J05AF05	B24
ds:H01563	dr:D10832	J05AR14	B24
ds:H01563	dr:D10835	J05AR17	B24
ds:H01563	dr:D11396	J05AR24	B24
ds:H01563	dr:D02498	J05AR10	B24
ds:H01563	dr:D10851	J05AR06	B24
ds:H01563	dr:D11282	J05AR21	B24
ds:H01563	dr:D11382	J05AR22	B24
ds:H01563	dr:D10600	J05AR13	B24
ds:H01563	dr:D11392	J05AR11	B24
ds:H01563	dr:D11039	J05AR20	B24
ds:H01563	dr:D11395	J05AR12	B24
ds:H01563	dr:D10755	J05AR18	B24
ds:H01565	dr:D03321	NA	E51.2
ds:H01565	dr:D03299	NA	E51.2
ds:H01565	dr:D01184	NA	E51.2
ds:H01565	dr:D01255	A11DA03	E51.2
ds:H01565	dr:D01284	NA	E51.2
ds:H01565	dr:D03286	NA	E51.2
ds:H01565	dr:D03292	NA	E51.2
ds:H01565	dr:D02094	A11DA01	E51.2
ds:H01565	dr:D03319	NA	E51.2
ds:H01565	dr:D04890	NA	E51.2
ds:H01565	dr:D01225	A11DA01	E51.2
ds:H01566	dr:D03321	NA	E51.1
ds:H01566	dr:D06937	NA	E51.1
ds:H01566	dr:D03299	NA	E51.1
ds:H01566	dr:D01184	NA	E51.1
ds:H01566	dr:D01255	A11DA03	E51.1
ds:H01566	dr:D06958	NA	E51.1
ds:H01566	dr:D01284	NA	E51.1
ds:H01566	dr:D03286	NA	E51.1
ds:H01566	dr:D03292	NA	E51.1
ds:H01566	dr:D02094	A11DA01	E51.1
ds:H01566	dr:D03319	NA	E51.1
ds:H01566	dr:D06956	NA	E51.1
ds:H01566	dr:D04890	NA	E51.1
ds:H01566	dr:D07031	NA	E51.1
ds:H01566	dr:D06921	NA	E51.1
ds:H01566	dr:D07021	NA	E51.1
ds:H01566	dr:D01225	A11DA01	E51.1
ds:H01577	dr:D01830	NA	G25.0
ds:H01577	dr:D00483	C07AA05	G25.0
ds:H01578	dr:D01671	M03BX09	G62.0
ds:H01578	dr:D00049	C10AD02	G62.0
ds:H01578	dr:D02274	M03CA01	G62.0
ds:H01578	dr:D07630	NA	G62.0
ds:H01580	dr:D00018	S01XA15	E54
ds:H01581	dr:D02631	C01DX10	N02.8
ds:H01582	dr:D02011	NA	E52
ds:H01582	dr:D00050	S01XA26	E52
ds:H01582	dr:D00036	A11HA01	E52
ds:H01582	dr:D00049	C10AD02	E52
ds:H01582	dr:D01622	S01XA26	E52
ds:H01584	dr:D00244	S03BA03	D69.0
ds:H01584	dr:D00979	H02AB04	D69.0
ds:H01584	dr:D00292	S03BA01	D69.0
ds:H01584	dr:D00385	S01BA05	D69.0
ds:H01584	dr:D00472	S03BA02	D69.0
ds:H01584	dr:D00407	H02AB04	D69.0
ds:H01585	dr:D00244	S03BA03	D59.1
ds:H01585	dr:D00981	S03BA02	D59.1
ds:H01585	dr:D00979	H02AB04	D59.1
ds:H01585	dr:D00978	S02BA01	D59.1
ds:H01585	dr:D00292	S03BA01	D59.1
ds:H01585	dr:D00975	S03BA01	D59.1
ds:H01585	dr:D00751	H02AB04	D59.1
ds:H01585	dr:D00473	H02AB07	D59.1
ds:H01585	dr:D00983	S01BA05	D59.1
ds:H01585	dr:D00088	S02BA01	D59.1
ds:H01585	dr:D00472	S03BA02	D59.1
ds:H01585	dr:D00407	H02AB04	D59.1
ds:H01586	dr:D00981	S03BA02	D60
ds:H01586	dr:D00184	S01XA18	D60
ds:H01586	dr:D00978	S02BA01	D60
ds:H01586	dr:D00292	S03BA01	D60
ds:H01586	dr:D00751	H02AB04	D60
ds:H01586	dr:D00473	H02AB07	D60
ds:H01586	dr:D00983	S01BA05	D60
ds:H01587	dr:D03644	B01AB09	D65
ds:H01587	dr:D01672	NA	D65
ds:H01587	dr:D03353	B01AB04	D65
ds:H01587	dr:D08795	NA	D65
ds:H01587	dr:D01670	NA	D65
ds:H01587	dr:D10684	NA	D65
ds:H01587	dr:D06410	NA	D65
ds:H01587	dr:D02112	S01XA14	D65
ds:H01588	dr:D00676	N02CC01	G44.0
ds:H01589	dr:D02030	A16AA01	E71.3
ds:H01589	dr:D02176	A16AA01	E71.3
ds:H01590	dr:D01441	L01XE01	D47.5
ds:H01591	dr:D01441	L01XE01	C26
ds:H01591	dr:D06402	L01XE04	C26
ds:H01591	dr:D10137	L01XE21	C26
ds:H01592	dr:D06407	L01XE12	C73
ds:H01592	dr:D10095	L01XE26	C73
ds:H01593	dr:D00942	M05BA07	M82
ds:H01593	dr:D09187	G03FB09	M82
ds:H01593	dr:D00105	G03CA03	M82
ds:H01593	dr:D02217	G03XC01	M82
ds:H01593	dr:D04486	M05BA06	M82
ds:H01593	dr:D04453	G03EA02	M82
ds:H01593	dr:D03234	M05BA07	M82
ds:H01593	dr:D09198	NA	M82
ds:H01593	dr:D03358	H05AA02	M82
ds:H01593	dr:D01968	M05BA08	M82
ds:H01593	dr:D00185	G03CC06	M82
ds:H01593	dr:D01338	M05BX01	M82
ds:H01593	dr:D00937	A12AA01	M82
ds:H01593	dr:D00939	M05BA04	M82
ds:H01593	dr:D00100	NA	M82
ds:H01593	dr:D00314	M05BA01	M82
ds:H01593	dr:D01598	NA	M82
ds:H01593	dr:D01518	A11CC03	M82
ds:H01593	dr:D03062	G03XC02	M82
ds:H01593	dr:D00129	D05AX03	M82
ds:H01593	dr:D10579	G03CC07	M82
ds:H01593	dr:D06078	H05AA02	M82
ds:H01593	dr:D07578	NA	M82
ds:H01593	dr:D10156	M05BX06	M82
ds:H01593	dr:D10606	G03XC01	M82
ds:H01593	dr:D03684	M05BX04	M82
ds:H01593	dr:D10841	M05BB03	M82
ds:H01593	dr:D04454	G03EA02	M82
ds:H01593	dr:D03287	H05BA04	M82
ds:H01594	dr:D00998	S01EB06	G70.0
ds:H01594	dr:D03940	L04AA25	G70.0
ds:H01594	dr:D01239	S03BA02	G70.0
ds:H01594	dr:D00994	NA	G70.0
ds:H01594	dr:D00487	N07AA02	G70.0
ds:H01594	dr:D00995	S01EB06	G70.0
ds:H01594	dr:D01001	N07AA30	G70.0
ds:H01594	dr:D01228	N07AA03	G70.0
ds:H01594	dr:D08783	NA	G70.0
ds:H01594	dr:D00244	S03BA03	G70.0
ds:H01594	dr:D00184	S01XA18	G70.0
ds:H01594	dr:D00978	S02BA01	G70.0
ds:H01594	dr:D00292	S03BA01	G70.0
ds:H01594	dr:D00975	S03BA01	G70.0
ds:H01594	dr:D00107	L04AD02	G70.0
ds:H01594	dr:D00983	S01BA05	G70.0
ds:H01594	dr:D00472	S03BA02	G70.0
ds:H01594	dr:D00407	H02AB04	G70.0
ds:H01595	dr:D01948	S03BA01	L93
ds:H01595	dr:D02114	P01BA02	L93
ds:H01595	dr:D01886	S02BA01	L93
ds:H01595	dr:D01239	S03BA02	L93
ds:H01595	dr:D00985	S01BA05	L93
ds:H01595	dr:D00689	R03BA01	L93
ds:H01595	dr:D00973	S01BA03	L93
ds:H01595	dr:D01820	S01BA10	L93
ds:H01595	dr:D01266	D07AC19	L93
ds:H01595	dr:D01272	D07AD01	L93
ds:H01595	dr:D00244	S03BA03	L93
ds:H01595	dr:D01632	S03BA01	L93
ds:H01595	dr:D02032	S03BA03	L93
ds:H01595	dr:D00979	H02AB04	L93
ds:H01595	dr:D00978	S02BA01	L93
ds:H01595	dr:D00292	S03BA01	L93
ds:H01595	dr:D01434	NA	L93
ds:H01595	dr:D01357	S03BA03	L93
ds:H01595	dr:D00975	S03BA01	L93
ds:H01595	dr:D00385	S01BA05	L93
ds:H01595	dr:D00983	S01BA05	L93
ds:H01595	dr:D00088	S02BA01	L93
ds:H01595	dr:D00472	S03BA02	L93
ds:H01595	dr:D00407	H02AB04	L93
ds:H01595	dr:D01637	S03BA03	L93
ds:H01595	dr:D00690	R03BA07	L93
ds:H01596	dr:D05479	NA	G73.1
ds:H01596	dr:D10689	NA	G73.1
ds:H01597	dr:D05768	N04BC09	G25.8
ds:H01597	dr:D00559	N04BC05	G25.8
ds:H01597	dr:D00784	N04BC04	G25.8
ds:H01597	dr:D09539	N03AX12	G25.8
ds:H01598	dr:D00986	H02AA02	E27.1
ds:H01598	dr:D01239	S03BA02	E27.1
ds:H01598	dr:D00981	S03BA02	E27.1
ds:H01598	dr:D00292	S03BA01	E27.1
ds:H01598	dr:D00975	S03BA01	E27.1
ds:H01598	dr:D00473	H02AB07	E27.1
ds:H01598	dr:D00983	S01BA05	E27.1
ds:H01598	dr:D00088	S02BA01	E27.1
ds:H01599	dr:D01441	L01XE01	D47.5
ds:H01600	dr:D01231	NA	G21
ds:H01600	dr:D00558	NA	G21
ds:H01600	dr:D02246	N04AA02	G21
ds:H01600	dr:D00480	R06AD02	G21
ds:H01600	dr:D00787	N04AA01	G21
ds:H01600	dr:D00059	N04BA01	G21
ds:H01600	dr:D00253	N04BA02	G21
ds:H01600	dr:D00777	N04BB01	G21
ds:H01600	dr:D02247	N04AA02	G21
ds:H01600	dr:D01118	N04AA05	G21
ds:H01600	dr:D00780	N04BC01	G21
ds:H01600	dr:D00786	N04BX01	G21
ds:H01600	dr:D02135	N04BA02	G21
ds:H01600	dr:D02071	S01FA02	G21
ds:H01600	dr:D03290	R06AD02	G21
ds:H01600	dr:D03264	N04AA10	G21
ds:H01600	dr:D08768	R06AD02	G21
ds:H01600	dr:D00669	R06AA02	G21
ds:H01600	dr:D00778	N04AC01	G21
ds:H01600	dr:D03276	N04AA05	G21
ds:H01601	dr:D09587	L01XC12	C84.7
ds:H01602	dr:D01467	A02BA06	K21
ds:H01602	dr:D01766	B02AB04	K21
ds:H01602	dr:D01131	A02BA08	K21
ds:H01602	dr:D05259	A02BC01	K21
ds:H01602	dr:D03336	A02BX13	K21
ds:H01602	dr:D00455	A02BC01	K21
ds:H01602	dr:D00440	A02BA04	K21
ds:H01602	dr:D00673	A02BA02	K21
ds:H01602	dr:D03503	A02BA01	K21
ds:H01602	dr:D02593	A02BC02	K21
ds:H01602	dr:D00355	A02BC03	K21
ds:H01602	dr:D00318	A02BA03	K21
ds:H01602	dr:D05008	A03FA01	K21
ds:H01602	dr:D00724	A02BC04	K21
ds:H01602	dr:D08903	A02BC06	K21
ds:H01602	dr:D04056	A02BC05	K21
ds:H01602	dr:D10466	NA	K21
ds:H01602	dr:D00295	A02BA01	K21
ds:H01602	dr:D01984	A02BC05	K21
ds:H01602	dr:D11114	A02BC05	K21
ds:H01602	dr:D10120	A02BC05	K21
ds:H01603	dr:D00443	C03DA01	E26.0
ds:H01603	dr:D01180	H02CA01	E26.0
ds:H01603	dr:D01943	C03DA02	E26.0
ds:H01604	dr:D00146	H01AA01	M33
ds:H01604	dr:D00238	L04AX01	M33
ds:H01604	dr:D01239	S03BA02	M33
ds:H01604	dr:D00973	S01BA03	M33
ds:H01604	dr:D08783	NA	M33
ds:H01604	dr:D00287	L01AA01	M33
ds:H01604	dr:D00244	S03BA03	M33
ds:H01604	dr:D00981	S03BA02	M33
ds:H01604	dr:D00979	H02AB04	M33
ds:H01604	dr:D00978	S02BA01	M33
ds:H01604	dr:D00292	S03BA01	M33
ds:H01604	dr:D00975	S03BA01	M33
ds:H01604	dr:D00385	S01BA05	M33
ds:H01604	dr:D00751	H02AB04	M33
ds:H01604	dr:D00473	H02AB07	M33
ds:H01604	dr:D00107	L04AD02	M33
ds:H01604	dr:D00983	S01BA05	M33
ds:H01604	dr:D00088	S02BA01	M33
ds:H01604	dr:D00472	S03BA02	M33
ds:H01604	dr:D00407	H02AB04	M33
ds:H01605	dr:D00490	A14AA05	D47.4
ds:H01605	dr:D00958	G03BA03	D47.4
ds:H01605	dr:D09960	L01XE18	D47.4
ds:H01606	dr:D01239	S03BA02	M35.3
ds:H01606	dr:D00244	S03BA03	M35.3
ds:H01606	dr:D00981	S03BA02	M35.3
ds:H01606	dr:D00979	H02AB04	M35.3
ds:H01606	dr:D00978	S02BA01	M35.3
ds:H01606	dr:D00292	S03BA01	M35.3
ds:H01606	dr:D00975	S03BA01	M35.3
ds:H01606	dr:D00385	S01BA05	M35.3
ds:H01606	dr:D00473	H02AB07	M35.3
ds:H01606	dr:D00472	S03BA02	M35.3
ds:H01606	dr:D00407	H02AB04	M35.3
ds:H01607	dr:D00987	N04BC06	N64.3
ds:H01607	dr:D00780	N04BC01	N64.3
ds:H01607	dr:D01348	G02CB06	N64.3
ds:H01608	dr:D02735	M03AX01	G24.3
ds:H01608	dr:D00783	M03AX01	G24.3
ds:H01608	dr:D08957	NA	G24.3
ds:H01608	dr:D10012	NA	G24.3
ds:H01609	dr:D01744	N05CD09	G47.0
ds:H01609	dr:D00531	N05CD02	G47.0
ds:H01609	dr:D00387	N05CD05	G47.0
ds:H01609	dr:D00388	N05CM07	G47.0
ds:H01609	dr:D01758	NA	G47.0
ds:H01609	dr:D00814	N06AA12	G47.0
ds:H01609	dr:D02624	N05CF04	G47.0
ds:H01609	dr:D07049	NA	G47.0
ds:H01609	dr:D07050	NA	G47.0
ds:H01609	dr:D06931	NA	G47.0
ds:H01609	dr:D06967	NA	G47.0
ds:H01609	dr:D01391	N05CM03	G47.0
ds:H01609	dr:D04961	NA	G47.0
ds:H01609	dr:D06968	NA	G47.0
ds:H01609	dr:D06924	NA	G47.0
ds:H01609	dr:D01372	N05CF01	G47.0
ds:H01609	dr:D01657	N05CD06	G47.0
ds:H01609	dr:D00555	N05CA02	G47.0
ds:H01609	dr:D01564	NA	G47.0
ds:H01609	dr:D00506	N03AA02	G47.0
ds:H01609	dr:D00311	N05CD04	G47.0
ds:H01609	dr:D01230	N05CD03	G47.0
ds:H01609	dr:D01408	N05CD01	G47.0
ds:H01609	dr:D02689	N05CH02	G47.0
ds:H01609	dr:D07028	NA	G47.0
ds:H01609	dr:D06929	NA	G47.0
ds:H01609	dr:D06934	NA	G47.0
ds:H01609	dr:D00669	R06AA02	G47.0
ds:H01609	dr:D01310	N05CA06	G47.0
ds:H01609	dr:D00706	N05CF02	G47.0
ds:H01609	dr:D10082	N05CM19	G47.0
ds:H01609	dr:D02253	N05CA01	G47.0
ds:H01609	dr:D00701	N03AA02	G47.0
ds:H01609	dr:D00457	N05CD10	G47.0
ds:H01609	dr:D07005	NA	G47.0
ds:H01609	dr:D06962	NA	G47.0
ds:H01609	dr:D06963	NA	G47.0
ds:H01609	dr:D07004	NA	G47.0
ds:H01609	dr:D06919	NA	G47.0
ds:H01609	dr:D07032	NA	G47.0
ds:H01609	dr:D06945	NA	G47.0
ds:H01610	dr:D00471	P02BA01	B66.1
ds:H01611	dr:D02095	N07BB04	F10.5
ds:H01611	dr:D05113	N07BB04	F10.5
ds:H01611	dr:D02780	N07BB03	F10.5
ds:H01611	dr:D00123	NA	F10.5
ds:H01611	dr:D00131	P03AA04	F10.5
ds:H01611	dr:D10812	N07BB05	F10.5
ds:H01612	dr:D00341	L01XX05	D47.3
ds:H01612	dr:D10255	L01XX35	D47.3
ds:H01613	dr:D01059	L01AD06	C82
ds:H01613	dr:D02166	L01DB07	C82
ds:H01613	dr:D01404	NA	C82
ds:H01613	dr:D07085	L01AA09	C82
ds:H01613	dr:D02994	L01XC02	C82
ds:H01613	dr:D01370	L04AA40	C82
ds:H01613	dr:D02214	L01DB03	C82
ds:H01613	dr:D01155	L01BC05	C82
ds:H01613	dr:D00266	L01AA02	C82
ds:H01613	dr:D02997	L01XX02	C82
ds:H01613	dr:D04489	V10XX02	C82
ds:H01613	dr:D08971	L03AX16	C82
ds:H01613	dr:D01760	L01AD07	C82
ds:H01613	dr:D02063	NA	C82
ds:H01613	dr:D09321	L01XC15	C82
ds:H01613	dr:D01907	L01BB05	C82
ds:H01613	dr:D00343	L01AA06	C82
ds:H01613	dr:D00275	L01XA01	C82
ds:H01613	dr:D01769	L01CA03	C82
ds:H01613	dr:D00168	L01BC01	C82
ds:H01613	dr:D01911	L01DB04	C82
ds:H01613	dr:D01275	L01DB01	C82
ds:H01613	dr:D01061	L01XX19	C82
ds:H01613	dr:D00751	H02AB04	C82
ds:H01613	dr:D01068	L01CA01	C82
ds:H01613	dr:D02745	L03AB05	C82
ds:H01613	dr:D03229	L01DC01	C82
ds:H01613	dr:D08386	L01DB08	C82
ds:H01613	dr:D01363	L01XA02	C82
ds:H01613	dr:D00472	S03BA02	C82
ds:H01613	dr:D00125	L01CB01	C82
ds:H01613	dr:D00254	L01AD01	C82
ds:H01613	dr:D10560	L01XX47	C82
ds:H01613	dr:D11393	NA	C82
ds:H01614	dr:D01277	C01CA27	G23
ds:H01615	dr:D00717	A03AA07	K58
ds:H01615	dr:D02016	NA	K58
ds:H01615	dr:D01316	NA	K58
ds:H01615	dr:D10247	A03CA02	K58
ds:H01615	dr:D01286	NA	K58
ds:H01615	dr:D01221	NA	K58
ds:H01615	dr:D00719	A03BA03	K58
ds:H01615	dr:D02829	A03AE01	K58
ds:H01615	dr:D04059	NA	K58
ds:H01615	dr:D03306	A06AC08	K58
ds:H01615	dr:D09355	A06AX04	K58
ds:H01615	dr:D00481	A03AB05	K58
ds:H01615	dr:D01279	NA	K58
ds:H01615	dr:D10403	A07DA06	K58
ds:H01615	dr:D00720	A03AB12	K58
ds:H01615	dr:D01500	A03AA05	K58
ds:H01615	dr:D01152	C05AD06	K58
ds:H01615	dr:D00225	N05BA12	K58
ds:H01615	dr:D01875	NA	K58
ds:H01616	dr:D01925	NA	G11
ds:H01616	dr:D01671	M03BX09	G11
ds:H01616	dr:D00776	M03BX02	G11
ds:H01616	dr:D01638	NA	G11
ds:H01616	dr:D02274	M03CA01	G11
ds:H01616	dr:D00241	M03BX01	G11
ds:H01616	dr:D02007	V04CJ02	G11
ds:H01617	dr:D00471	P02BA01	B66
ds:H01618	dr:D00780	N04BC01	E22.0
ds:H01618	dr:D02250	H01CB02	E22.0
ds:H01618	dr:D10566	H01CB05	E22.0
ds:H01618	dr:D04666	H01CB03	E22.0
ds:H01619	dr:D00074	R07AX01	I27.0
ds:H01619	dr:D01551	B01AC19	I27.0
ds:H01620	dr:D01882	NA	I73.0
ds:H01620	dr:D00036	A11HA01	I73.0
ds:H01620	dr:D01239	S03BA02	I73.0
ds:H01620	dr:D00049	C10AD02	I73.0
ds:H01620	dr:D01291	NA	I73.0
ds:H01620	dr:D01754	C10AD01	I73.0
ds:H01620	dr:D01748	C04AA01	I73.0
ds:H01620	dr:D00244	S03BA03	I73.0
ds:H01620	dr:D00979	H02AB04	I73.0
ds:H01620	dr:D00292	S03BA01	I73.0
ds:H01620	dr:D00385	S01BA05	I73.0
ds:H01620	dr:D00472	S03BA02	I73.0
ds:H01620	dr:D00407	H02AB04	I73.0
ds:H01621	dr:D00074	R07AX01	I27
ds:H01621	dr:D01227	C02KX01	I27
ds:H01621	dr:D00106	B01AC09	I27
ds:H01621	dr:D07077	C02KX02	I27
ds:H01621	dr:D01337	B01AC09	I27
ds:H01621	dr:D01551	B01AC19	I27
ds:H01621	dr:D02721	B01AC11	I27
ds:H01621	dr:D02008	G04BE08	I27
ds:H01621	dr:D08514	G04BE03	I27
ds:H01621	dr:D09994	B01AC27	I27
ds:H01621	dr:D09572	C02KX05	I27
ds:H01621	dr:D10135	C02KX04	I27
ds:H01621	dr:D02229	G04BE03	I27
ds:H01621	dr:D06213	B01AC21	I27
ds:H01622	dr:D06929	NA	I27.2
ds:H01622	dr:D09572	C02KX05	I27.2
ds:H01623	dr:D01027	V03AB33	NA
ds:H01624	dr:D02716	N03AX16	G53.0
ds:H01624	dr:D07630	NA	G53.0
ds:H01624	dr:D00332	N03AX12	G53.0
ds:H01624	dr:D09539	N03AX12	G53.0
ds:H01625	dr:D02860	NA	I73.1
ds:H01625	dr:D00181	B01AE03	I73.1
ds:H01625	dr:D01882	NA	I73.1
ds:H01625	dr:D02705	G04BE01	I73.1
ds:H01625	dr:D03352	B02BX03	I73.1
ds:H01625	dr:D03330	C04AF01	I73.1
ds:H01625	dr:D01754	C10AD01	I73.1
ds:H01625	dr:D04372	NA	I73.1
ds:H01625	dr:D00180	G04BE01	I73.1
ds:H01625	dr:D01748	C04AA01	I73.1
ds:H01626	dr:D00181	B01AE03	I70
ds:H01626	dr:D01882	NA	I70
ds:H01626	dr:D02705	G04BE01	I70
ds:H01626	dr:D01530	A11HA03	I70
ds:H01626	dr:D01291	NA	I70
ds:H01626	dr:D03352	B02BX03	I70
ds:H01626	dr:D01754	C10AD01	I70
ds:H01626	dr:D01892	NA	I70
ds:H01626	dr:D00180	G04BE01	I70
ds:H01626	dr:D01748	C04AA01	I70
ds:H01627	dr:D02122	S03AA02	NA
ds:H01628	dr:D00471	P02BA01	B66.0
ds:H01629	dr:D00181	B01AE03	I74
ds:H01629	dr:D02705	G04BE01	I74
ds:H01629	dr:D00501	C04AD03	I74
ds:H01629	dr:D01551	B01AC19	I74
ds:H01629	dr:D01896	B01AC23	I74
ds:H01629	dr:D01624	NA	I74
ds:H01629	dr:D03352	B02BX03	I74
ds:H01629	dr:D01028	B01AC05	I74
ds:H01629	dr:D00180	G04BE01	I74
ds:H01630	dr:D06606	R02AX02	Q25.0
ds:H01630	dr:D02110	S01BC01	Q25.0
ds:H01631	dr:D00515	C05AE01	P29
ds:H01631	dr:D01133	NA	P29
ds:H01631	dr:D00614	C02DD01	P29
ds:H01631	dr:D02085	C01CE02	P29
ds:H01631	dr:D00417	C01CE02	P29
ds:H01631	dr:D01810	C01DX16	P29
ds:H01631	dr:D01697	NA	P29
ds:H01631	dr:D00516	C05AE02	P29
ds:H01631	dr:D02042	NA	P29
ds:H01631	dr:D03328	NA	P29
ds:H01631	dr:D00617	C08CA04	P29
ds:H01632	dr:D00598	S01ED02	I20
ds:H01632	dr:D01604	NA	I20
ds:H01632	dr:D00517	V03AB22	I20
ds:H01632	dr:D02045	C08CA15	I20
ds:H01632	dr:D01220	C01DX11	I20
ds:H01632	dr:D00618	C08CA07	I20
ds:H01632	dr:D00515	C05AE01	I20
ds:H01632	dr:D01741	C07AB08	I20
ds:H01632	dr:D00513	C07AA03	I20
ds:H01632	dr:D00359	C10AA02	I20
ds:H01632	dr:D01830	NA	I20
ds:H01632	dr:D05700	C01EB18	I20
ds:H01632	dr:D00255	C07AG02	I20
ds:H01632	dr:D00634	C07AB07	I20
ds:H01632	dr:D00235	C07AB03	I20
ds:H01632	dr:D01810	C01DX16	I20
ds:H01632	dr:D01182	C07AA01	I20
ds:H01632	dr:D00109	N02BA01	I20
ds:H01632	dr:D00615	C08CA01	I20
ds:H01632	dr:D00601	C07AB02	I20
ds:H01632	dr:D00629	C08CA08	I20
ds:H01632	dr:D00630	C01DA14	I20
ds:H01632	dr:D00516	C05AE02	I20
ds:H01632	dr:D00597	C07AB04	I20
ds:H01632	dr:D00599	S01ED05	I20
ds:H01632	dr:D02631	C01DX10	I20
ds:H01632	dr:D05597	B01AC22	I20
ds:H01632	dr:D00437	C08CA05	I20
ds:H01632	dr:D10527	B01AC56	I20
ds:H01632	dr:D10513	NA	I20
ds:H01632	dr:D05429	R03DA05	I20
ds:H01632	dr:D00619	C08DA01	I20
ds:H01632	dr:D00631	C08EA02	I20
ds:H01632	dr:D01691	NA	I20
ds:H01632	dr:D00432	C07AA12	I20
ds:H01632	dr:D00483	C07AA05	I20
ds:H01632	dr:D00616	C08DB01	I20
ds:H01633	dr:D01246	NA	I10
ds:H01633	dr:D00598	S01ED02	I10
ds:H01633	dr:D00606	C02AC02	I10
ds:H01633	dr:D01119	C09AA14	I10
ds:H01633	dr:D00611	C02BB01	I10
ds:H01633	dr:D00620	C09AA07	I10
ds:H01633	dr:D00622	C09AA09	I10
ds:H01633	dr:D01604	NA	I10
ds:H01633	dr:D00523	C09CA04	I10
ds:H01633	dr:D02045	C08CA15	I10
ds:H01633	dr:D00618	C08CA07	I10
ds:H01633	dr:D00418	D11AX01	I10
ds:H01633	dr:D01741	C07AB08	I10
ds:H01633	dr:D00621	C09AA02	I10
ds:H01633	dr:D00624	C09AA04	I10
ds:H01633	dr:D00507	C04AX02	I10
ds:H01633	dr:D00197	C02AA02	I10
ds:H01633	dr:D00609	C02CA01	I10
ds:H01633	dr:D00459	C09AA06	I10
ds:H01633	dr:D00383	C09AA10	I10
ds:H01633	dr:D00513	C07AA03	I10
ds:H01633	dr:D01115	C03DA04	I10
ds:H01633	dr:D00656	C03AA08	I10
ds:H01633	dr:D10249	C09DA04	I10
ds:H01633	dr:D00345	C03BA11	I10
ds:H01633	dr:D01316	NA	I10
ds:H01633	dr:D00400	C09CA03	I10
ds:H01633	dr:D00610	G04CA03	I10
ds:H01633	dr:D00604	S01EA04	I10
ds:H01633	dr:D01830	NA	I10
ds:H01633	dr:D01204	C09CA08	I10
ds:H01633	dr:D00626	C09CA06	I10
ds:H01633	dr:D06622	C07AB12	I10
ds:H01633	dr:D10589	C09DA09	I10
ds:H01633	dr:D00386	C03DB02	I10
ds:H01633	dr:D06937	NA	I10
ds:H01633	dr:D06412	C09XA02	I10
ds:H01633	dr:D07569	C09DB07	I10
ds:H01633	dr:D00255	C07AG02	I10
ds:H01633	dr:D06967	NA	I10
ds:H01633	dr:D00605	NA	I10
ds:H01633	dr:D00634	C07AB07	I10
ds:H01633	dr:D00644	C07AB09	I10
ds:H01633	dr:D07006	NA	I10
